year,mileage,tax,mpg,engineSize,price
2017,27900,150,64.2,2,19645
2017,26818,145,49.6,1.5,14430
2017,38326,145,51.4,2,14691
2017,14992,145,39.8,3,20998
2017,23000,145,39.8,3,21995
2017,25190,145,39.8,3,20500
2017,22080,145,48.7,2,16491
2017,26213,145,47.9,2,17160
2017,42852,20,72.4,1.5,12390
2017,17679,200,41.5,1.4,10930
2017,53248,145,65.7,2,15500
2017,26965,140,470.8,0,19980
2017,25610,160,44.8,2,20092
2017,15242,145,57.6,2,19832
2017,18231,145,42.8,3,36980
2017,15405,145,54.3,3,30972
2017,29575,145,58.9,2,17370
2017,68299,150,62.8,2,15652
2017,25435,200,39.8,3,21000
2017,21687,145,53.3,3,22980
2017,26946,145,65.7,2,21720
2017,10154,145,56.5,3,19980
2017,21744,150,65.7,2,18890
2017,14684,145,54.3,1.5,17894
2017,32000,30,62.8,2,16990
2017,43169,145,48.7,2,18980
2017,31959,145,43.5,2,20217
2017,26841,145,39.8,3,19990
2017,30835,145,70.6,2,16490
2017,112,145,51.4,3,35990
2017,10571,30,65.7,2,17490
2017,19654,145,54.3,1.5,16995
2017,43260,145,55.5,1.5,14066
2017,18099,145,57.6,2,21050
2017,34588,145,64.2,2,15890
2017,23607,145,51.4,3,27399
2017,27108,145,39.8,3,19990
2017,25954,150,39.8,3,21490
2017,16706,150,62.8,2,16498
2017,39664,145,49.6,3,19830
2017,37114,200,47.9,3,26191
2017,16216,150,55.4,2,20998
2017,3209,160,44.8,2,22698
2017,29319,200,39.8,3,20498
2017,41604,150,55.4,2,17998
2017,23295,20,68.9,2,16191
2017,18673,145,47.1,3,26692
2017,23120,145,39.8,3,22490
2017,102,145,65.7,2,24490
2017,15500,150,48.7,2,17895
2017,30800,145,62.8,2,15990
2017,30641,20,70.6,1.5,13659
2017,7918,145,39.8,3,23490
2017,8213,150,62.8,2,23495
2017,32329,145,34,3,34890
2017,23205,30,65.7,2,15298
2017,24927,145,53.3,3,23490
2017,15985,145,39.8,3,22490
2017,15333,160,45.6,2,19997
2017,19000,20,68.9,1.5,15995
2017,7910,145,53.3,1.5,16490
2017,17905,145,57.6,2,22310
2017,25154,200,39.8,3,19980
2017,26284,145,62.8,2,18980
2017,6147,145,60.1,2,23680
2017,20000,205,39.8,3,19845
2017,15010,145,39.8,3,20998
2017,15335,145,65.7,2,24470
2017,14459,145,65.7,2,22998
2017,32500,150,64.2,2,18490
2017,22723,150,48.7,2,15490
2017,40010,150,49.6,3,23990
2017,24965,150,39.8,3,21980
2017,31500,145,47.1,3,32990
2017,22945,145,48.7,2,19300
2017,18224,145,53.3,3,23990
2017,36779,145,62.8,2,19990
2017,19311,150,47.1,3,32990
2017,70067,145,68.9,2,11998
2017,16718,150,39.8,3,21980
2017,25533,145,48.7,2,21298
2017,29000,145,60.1,2,16999
2017,17000,145,65.7,2,15980
2017,47717,235,42.8,3,35470
2017,19202,145,60.1,2,19000
2017,21346,145,55.4,2,19498
2017,17630,145,49.6,3,23400
2017,34110,145,62.8,2,16950
2017,51260,150,53.3,3,19116
2017,13191,145,65.7,2,20604
2017,23163,30,65.7,2,18990
2017,33814,145,57.7,2,19000
2017,31438,145,58.9,2,18991
2017,28943,135,134.5,2,18900
2017,44247,145,67.3,2,13495
2017,17735,150,48.7,2,19495
2017,22768,145,54.3,2,24500
2017,38120,30,65.7,2,13980
2017,23618,145,62.8,2,18730
2017,14393,145,48.7,2,20489
2017,12600,160,51.4,3,22980
2017,39462,0,148.7,2,16980
2017,17108,145,61.4,2,18995
2017,12869,145,39.8,3,21980
2017,26478,145,39.2,3,28980
2017,20031,30,58.9,1.5,14495
2017,20506,145,68.9,2,13040
2017,9243,145,52.3,1.5,14397
2017,26498,145,65.7,2,18850
2017,17580,0,134.5,1.5,52495
2017,23380,125,60.1,2,18198
2017,26072,200,39.8,3,21498
2017,15985,150,65.7,2,22990
2017,22661,150,62.8,1.5,17450
2017,18847,150,55.4,1.5,13990
2017,25725,145,55.4,2,20450
2017,21344,145,62.8,2,16480
2017,39714,145,67.3,2,13995
2017,22879,205,40.4,3,30998
2017,18836,150,39.8,3,21498
2017,38576,145,68.9,1.5,14998
2017,27201,145,64.2,2,16698
2017,19484,145,72.4,1.5,13980
2017,1336,145,33.2,3,89990
2017,21491,260,36.2,3,18290
2017,16717,145,60.1,2,20980
2017,41816,145,64.2,2,19490
2017,37676,30,64.2,2,12791
2017,36045,0,74.3,1.5,13991
2017,43678,150,60.1,2,15498
2017,14714,160,51.4,3,21275
2017,14063,160,44.8,2,20975
2017,29819,145,50.4,3,23475
2017,11932,145,39.8,3,20975
2017,28005,125,57.6,2,20375
2017,10,145,52.3,1.5,20990
2017,10,145,64.2,2,21990
2017,10,145,47.1,3,55990
2017,10,125,53.3,1.5,19490
2017,10,160,44.8,2,30980
2017,10,20,68.9,2,25990
2017,10,200,41.5,3,41990
2017,19834,145,65.7,2,16900
2017,10,200,47.1,3,51990
2017,9699,145,62.8,1.6,12995
2017,64648,145,54.3,2,17380
2017,25630,145,39.8,3,21498
2017,47301,20,74.3,1.5,12900
2017,18452,30,67.3,2,14990
2017,26140,145,61.4,2,18690
2017,34700,150,64.2,2,15995
2017,29000,125,57.6,2,15950
2017,24624,145,51.4,2,15995
2017,45646,145,56.5,3,17710
2017,17907,150,43.5,2,16891
2017,10131,125,60.1,2,24171
2017,16578,150,57.6,2,22491
2017,14348,150,48.7,2,16690
2017,31630,150,55.4,2,20980
2017,39201,150,36.2,3,18480
2017,21330,160,44.8,2,20980
2017,15856,200,39.2,3,25980
2017,10,145,47.1,3,50990
2017,28646,145,68.9,2,15490
2017,25839,160,44.8,2,20991
2017,30485,150,47.9,3,26491
2017,24628,145,47.9,2,15460
2017,29607,160,50.4,3,22990
2017,19462,145,56.5,3,22290
2017,8500,150,47.9,2,18471
2017,17329,160,50.4,3,23760
2017,17774,200,39.8,3,20990
2017,21293,150,60.1,2,19371
2017,11333,150,65.7,2,22430
2017,28893,145,50.4,3,23290
2017,27500,145,56.5,3,20999
2017,41334,20,68.9,2,14600
2017,39460,150,68.9,2,14600
2017,26971,145,62.8,2,24480
2017,18820,145,65.7,2,21995
2017,46363,145,54.3,2,22973
2017,60792,145,55.4,2,16514
2017,12102,0,78.5,1.5,13698
2017,16875,145,39.8,3,20498
2017,32000,145,62.8,2,17998
2017,17640,145,65.7,2,17498
2017,11896,30,65.7,2,23898
2017,40238,145,53.3,3,19898
2017,28686,125,57.6,2,18998
2017,38328,150,51.4,2,14498
2017,32217,145,55.4,2,18998
2017,23505,145,64.2,2,18995
2017,18652,145,65.7,2,15750
2017,20066,150,41.5,1.4,12000
2017,19167,20,68.9,2,12491
2017,20829,145,48.7,2,14050
2017,16844,145,56.5,3,19047
2017,8333,145,48.7,2,19998
2017,58080,0,134.5,2,17498
2017,20033,150,65.7,2,22998
2017,13273,145,65.7,2,19998
2017,13941,145,48.7,2,21998
2017,43111,145,65.7,2,17998
2017,20291,145,40.9,1.4,11700
2017,26630,125,51.4,2,15127
2017,33094,20,72.4,1.5,13998
2017,19682,160,44.8,2,21498
2017,10305,145,56.5,3,21898
2017,20279,135,156.9,2,25498
2017,19505,145,51.4,3,22998
2017,11000,150,55.4,2,19862
2017,13970,145,65.7,2,23998
2017,19864,145,65.7,2,22498
2017,18798,145,55.4,2,19498
2017,28831,145,65.7,2,14498
2017,13863,145,60.1,2,24298
2017,23843,145,64.2,2,16798
2017,13373,145,65.7,2,23998
2017,25544,145,64.2,2,16998
2017,28193,150,29.1,4.4,36898
2017,48972,150,65.7,2,14998
2017,21798,145,49.6,3,23500
2017,36127,0,134.5,1.5,48898
2017,12674,145,54.3,2,24500
2017,17131,150,64.2,2,20898
2017,25212,145,62.8,2,19990
2017,14894,300,34,3,38000
2017,9964,205,42.2,1.4,12276
2017,27490,145,57.6,2,19498
2017,19303,205,42.2,1.4,10753
2017,28133,145,65.7,2,14898
2017,5020,145,60.1,2,21998
2017,36885,125,60.1,2,17790
2017,34779,150,62.8,2,21440
2017,34625,150,60.1,2,17900
2017,30824,140,134.5,2,19898
2017,10839,0,470.8,0,21898
2017,24059,150,53.3,3,19998
2017,41146,0,470.8,0,19998
2017,19217,150,52.3,1.5,15498
2017,46954,145,60.1,3,23898
2017,20657,145,60.1,2,24498
2017,17521,145,53.3,3,20498
2017,20336,200,39.8,3,20250
2017,30330,145,64.2,2,15998
2017,12248,125,53.3,1.5,15998
2017,13309,150,48.7,2,14998
2017,16943,150,51.4,2,15998
2017,9750,150,56.5,3,30000
2017,16423,150,72.4,1.5,13500
2017,21083,145,51.4,3,27500
2017,46622,125,57.6,2,16998
2017,13471,145,46.3,2,17495
2017,34446,145,65.7,2,13798
2017,25291,30,65.7,2,16698
2017,25260,145,60.1,2,21998
2017,23692,125,58.9,2,17995
2017,33492,145,60.1,2,22990
2017,48604,30,67.3,2,14990
2017,30207,200,47.1,3,29945
2017,19675,125,51.4,2,15998
2017,26252,145,51.4,3,20998
2017,26939,145,65.7,2,18998
2017,34108,200,42.2,1.4,9700
2017,20000,150,62.8,2,18300
2017,25000,150,53.3,3,34000
2017,43267,145,62.8,2,19650
2017,18435,125,53.3,1.5,11990
2017,43362,145,56.5,3,17000
2017,18100,150,39.8,3,23000
2017,18000,200,47.1,3,34990
2017,15663,150,53.3,1.5,13450
2017,59066,20,72.4,1.5,13489
2017,20313,145,56.5,3,19698
2017,30422,145,51.4,3,20998
2017,20294,200,39.8,3,21800
2017,11086,145,53.3,3,30000
2017,38649,145,65.7,2,21900
2017,24769,145,60.1,3,24998
2017,23291,145,65.7,2,21900
2017,15907,150,39.8,3,21514
2017,41949,140,470.8,0,19998
2017,40228,125,60.1,2,15498
2017,23699,200,39.8,3,21498
2017,25405,150,64.2,2,16498
2017,21105,150,48.7,2,14498
2017,37919,20,72.4,1.5,12498
2017,14997,145,51.4,3,20998
2017,16463,145,65.7,2,19498
2017,16915,150,40.9,1.4,13495
2017,34875,20,68.9,1.6,10990
2017,17856,200,42.2,1.4,10935
2017,33358,125,60.1,2,17998
2017,37842,145,65.7,2,17410
2017,34118,150,60.1,2,17998
2017,20847,145,52.3,1.5,14991
2017,21068,145,62.8,2,20998
2017,21505,200,41.5,1.4,12232
2017,24909,145,62.8,2,17695
2017,33534,150,55.4,2,17998
2017,56785,145,51.4,3,19498
2017,21784,145,56.5,3,21998
2017,28332,0,134.5,2,18998
2017,27997,145,57.6,2,17998
2017,33384,0,134.5,2,18298
2017,7926,145,56.5,3,20498
2017,13102,145,51.4,3,21498
2017,44075,145,51.4,3,19698
2017,34296,145,65.7,2,21498
2017,17922,145,55.4,2,19998
2017,17888,260,36.2,3,18998
2017,28912,145,65.7,2,19498
2017,27123,145,62.8,2,19991
2017,15931,125,51.4,2,15998
2017,51299,125,52.3,1.5,11498
2017,26000,145,49.6,3,24622
2017,17590,145,68.9,2,20762
2017,8500,145,60.1,2,25372
2017,25000,145,36.2,3,20481
2017,18511,145,39.8,3,22390
2017,32317,30,65.7,2,15998
2017,14598,145,60.1,2,20251
2017,29943,30,64.2,2,17832
2017,34335,145,54.3,3,27100
2017,3550,150,44.8,3,35990
2017,21379,200,47.1,3,31900
2017,25000,30,64.2,2,18612
2017,22887,145,55.4,1.5,14951
2017,25000,145,39.8,3,21972
2017,19396,160,44.8,2,19991
2017,15867,145,61.4,2,19792
2017,11237,145,44.1,2,17572
2017,33242,20,70.6,2,14502
2017,30500,150,67.3,2,16741
2017,14295,145,55.4,2,22998
2017,19822,145,53.3,3,20998
2017,16627,145,53.3,1.5,13480
2017,22170,145,60.1,2,17880
2017,10966,150,65.7,2,15698
2017,26055,20,68.9,2,15998
2017,12969,145,39.8,3,21307
2017,16798,200,39.8,3,22150
2017,19266,145,49.6,3,23890
2017,6245,145,51.4,3,27197
2017,23730,200,39.8,3,22991
2017,20935,125,60.1,2,19500
2017,25585,145,51.4,3,22998
2017,25163,145,36.2,3,19498
2017,52590,125,60.1,2,16202
2017,25818,125,60.1,2,17491
2017,20485,145,36.2,3,19548
2017,24232,145,53.3,3,23920
2017,23575,20,68.9,2,15732
2017,11950,145,39.8,3,22995
2017,29317,145,57.6,2,18991
2017,48957,145,50.4,3,21490
2017,16954,205,41.5,1.4,11495
2017,56718,145,65.7,2,15552
2017,30607,160,51.4,3,20962
2017,19041,145,55.4,3,21167
2017,24015,125,60.1,2,16970
2017,18347,200,39.8,3,20750
2017,34247,30,65.7,2,17484
2017,14612,145,38.2,3,20499
2017,30443,145,54.3,2,20340
2017,11253,125,57.6,2,21312
2017,25877,125,60.1,2,17990
2017,29934,145,39.8,3,20990
2017,20508,200,39.8,3,21162
2017,18278,150,60.1,2,20892
2017,18014,150,60.1,2,19192
2017,39128,125,60.1,2,18491
2017,16876,125,58.9,2,20320
2017,21545,150,54.3,1.5,15698
2017,19869,150,39.8,3,21498
2017,12624,150,57.6,2,20998
2017,27119,145,65.7,2,19298
2017,21564,145,39.8,3,21498
2017,38679,205,41.5,1.4,10795
2017,15338,145,49.6,3,24000
2017,17195,145,60.1,2,22561
2017,17834,145,34,3,33650
2017,17117,145,65.7,2,22995
2017,28173,0,134.5,2,18985
2017,19842,160,51.4,3,20990
2017,23295,200,39.8,3,18950
2017,29337,125,60.1,2,17985
2017,29117,145,62.8,2,16498
2017,31536,200,47.1,3,30990
2017,23651,125,57.6,2,20498
2017,21700,145,55.4,2,19798
2017,34634,150,53.3,3,19995
2017,33443,145,53.3,3,20197
2017,29184,145,51.4,3,19547
2017,23752,145,64.2,2,17298
2017,30963,145,53.3,3,21998
2017,41384,145,55.4,2,18698
2017,64473,125,58.9,2,16998
2017,25884,145,64.2,2,16798
2017,21809,145,64.2,2,17498
2017,19307,145,64.2,2,17498
2017,27811,145,64.2,2,16498
2017,33275,150,54.3,2,20495
2017,18124,145,70.6,2,13995
2017,30355,145,64.2,2,18998
2017,30109,150,65.7,2,22000
2017,36098,150,41.5,1.4,10995
2017,37323,150,67.3,2,13998
2017,21756,145,47.1,3,30998
2017,24354,145,64.2,2,16498
2017,51493,30,55.4,1.5,10000
2017,20750,300,34,3,34950
2017,25345,150,48.7,2,13995
2017,25338,200,49.6,3,23750
2017,22306,145,47.1,3,32498
2017,13543,160,50.4,3,24995
2017,17231,145,53.3,3,23498
2017,58081,145,64.2,2,16485
2017,8161,145,65.7,2,21170
2017,16448,145,65.7,2,20910
2017,19151,145,65.7,2,20387
2017,20398,145,50.4,3,24000
2017,35000,150,54.3,2,22995
2017,24485,125,58.9,2,17795
2017,31544,145,39.8,3,20995
2017,31544,145,39.8,3,20995
2017,23715,150,65.7,2,15995
2017,32015,145,68.9,2,14179
2017,16965,145,46.3,2,17901
2017,4775,200,39.8,3,21901
2017,10511,150,68.9,2,14600
2017,42114,125,51.4,1.5,15298
2017,26575,30,64.2,2,16098
2017,12453,145,39.8,3,21998
2017,18895,145,51.4,3,25998
2017,24999,200,39.8,3,20998
2017,19479,200,39.8,3,20998
2017,11303,145,65.7,2,22898
2017,27720,125,57.6,2,18898
2017,33600,150,68.9,2,14995
2017,22000,145,65.7,2,16995
2017,36687,125,57.6,2,17990
2017,33683,30,65.7,2,18495
2017,29999,145,64.2,2,18495
2017,34017,125,57.6,3,26998
2017,17347,140,134.5,2,19999
2017,26002,145,68.9,2,22490
2017,15735,150,55.4,1.4,12500
2017,44687,140,57.6,2.5,17900
2017,23187,145,60.1,1,11499
2017,33362,145,51.4,1,10999
2017,36262,145,57.7,1.2,7500
2017,29478,145,74.3,1.5,11990
2017,45870,125,57.7,2.1,20480
2017,11675,145,60.1,2,14990
2017,18291,145,61.4,1,10150
2017,20676,145,52.3,1,10485
2017,16292,145,41.5,2,18500
2017,20484,125,56.5,2.1,20980
2017,19693,30,64.2,1.5,14500
2017,20833,145,52.3,1,10300
2017,9766,145,64.2,1.1,9770
2017,21445,125,52.3,1,10290
2017,22312,0,65.7,1,9500
2017,19190,145,51.4,1.6,17490
2017,9507,145,47.1,2,25000
2017,25183,125,56.5,2,20000
2017,11323,200,41.5,2,18250
2017,26000,150,65.7,1,9670
2017,30000,150,58.9,2,17990
2017,29000,150,60.1,2,14180
2017,35552,150,65.7,1,9995
2017,49789,145,56.5,2,14990
2017,7970,145,65.7,1,10490
2017,13670,145,65.7,1,8570
2017,22148,150,64.2,1.5,8392
2017,15316,125,52.3,1,11700
2017,66691,20,67.3,2.1,15200
2017,43958,125,52.3,1,10750
2017,77368,30,65.7,2,9490
2017,31679,145,67.3,2.1,16500
2017,19864,125,60.1,2,14440
2017,17227,20,72.4,2,20940
2017,30000,125,54.3,1.2,8400
2017,24238,20,62.8,1,9190
2017,59204,30,65.7,2,10490
2017,56663,30,65.7,2,10590
2017,44134,145,54.3,2,15750
2017,7743,145,55.4,1,10500
2017,30765,205,43.5,1.5,13000
2017,36102,145,54.3,2,15890
2017,17854,150,65.7,1,10395
2017,14681,125,51.4,1,11080
2017,23838,150,44.8,2,19490
2017,25038,150,60.1,2,14450
2017,29000,150,47.9,2,22450
2017,9238,150,48.7,2,21500
2017,22219,145,37.2,3,41962
2017,17448,145,68.9,2.1,17245
2017,41100,125,60.1,2,15000
2017,14177,300,34,3,35822
2017,9661,30,65.7,2,24912
2017,33000,125,54.3,1.2,8495
2017,20682,150,65.7,1,9000
2017,4249,145,54.3,1.2,8240
2017,37509,30,61.4,2,19500
2017,24205,145,56.5,2.1,26995
2017,41603,30,64.2,2.1,16991
2017,14143,150,47.9,2,22000
2017,23435,150,65.7,1,11200
2017,6466,145,68.9,1.5,11000
2017,11224,145,54.3,1.2,10000
2017,31767,145,62.8,1,10700
2017,24078,160,48.7,2,18950
2017,26559,145,65.7,1,10000
2017,14800,145,52.3,1,10950
2017,30545,125,56.6,2.1,19642
2017,9622,160,44.1,1.6,9991
2017,37200,145,65.7,1,10000
2017,14250,145,65.7,1,10490
2017,32482,0,65.7,1,9950
2017,9777,145,57.7,1.2,8600
2017,16136,0,65.7,1,9700
2017,19476,0,78.5,1.5,9750
2017,29172,145,54.3,1.2,9000
2017,13095,145,33.6,3,36980
2017,20063,145,52.3,1,9280
2017,2000,145,65.7,1,11450
2017,11000,145,61.4,1,10990
2017,52232,20,67.3,2,18791
2017,10300,150,55.4,1,11000
2017,19190,150,64.2,1.5,10000
2017,21615,125,60.1,2,14995
2017,15763,0,65.7,1,8460
2017,10950,145,65.7,1,11191
2017,11386,145,34,3,37982
2017,22132,125,51.4,1,11220
2017,23722,145,65.7,1,11000
2017,48000,160,48.7,2,17495
2017,29000,145,74.3,1.5,11000
2017,19239,0,74.3,1.5,11000
2017,18801,145,35.8,2,21975
2017,47165,0,65.7,1,7990
2017,17797,20,61.4,1,10993
2017,63686,20,70.6,2,11490
2017,16813,145,68.9,2.1,17295
2017,31315,150,43.5,1.5,16490
2017,3546,30,64.2,1.5,11990
2017,10850,125,60.1,2,17990
2017,16012,145,61.4,2,22380
2017,39876,0,65.7,1,7890
2017,25782,145,61.4,2,16980
2017,25887,0,74.3,1.5,9940
2017,13196,0,65.7,1,8740
2017,16270,145,56.5,2,17980
2017,8881,125,51.4,1,12790
2017,27210,145,47.9,2,21060
2017,47233,145,54.3,2,14500
2017,6229,145,65.7,1,9850
2017,31499,145,68.9,2,13500
2017,41655,20,68.9,1.5,8750
2017,23001,145,52.3,1,9499
2017,25088,145,57.7,1.2,6999
2017,7299,145,74.3,1.5,12795
2017,18758,150,50.4,2,18495
2017,41181,30,64.2,1.5,12295
2017,21738,30,64.2,1.5,10998
2017,7695,145,64.2,1.1,9460
2017,25584,145,50.4,2,18490
2017,22079,145,67.3,2.1,24502
2017,33372,150,85.6,1.5,9241
2017,20013,145,51.4,1.6,15950
2017,24376,125,53.3,1,9410
2017,6624,150,57.7,1.2,7795
2017,11840,145,68.9,1.5,14500
2017,25043,30,55.4,1,10700
2017,32750,125,56.5,2,18999
2017,20333,150,64.2,1.5,14000
2017,34333,125,60.1,2,13100
2017,20590,125,52.3,1,10200
2017,20888,125,56.5,2,20000
2017,32722,145,56.5,2.1,20662
2017,12500,150,65.7,1,11000
2017,30842,150,54.3,2,17990
2017,17239,150,60.1,1,10990
2017,4318,20,68.9,1.5,12995
2017,20836,0,57.7,1,10790
2017,42917,125,60.1,2,14795
2017,33022,30,64.2,2.1,19240
2017,10481,145,58.9,1.5,15999
2017,38857,145,56.5,2,17999
2017,17314,0,65.7,1,10999
2017,14514,145,55.4,1,10399
2017,20057,145,52.3,1,11499
2017,22732,125,54.3,1.2,7295
2017,21338,30,64.2,1.5,13785
2017,16202,145,58.9,1.5,17999
2017,4524,145,64.2,1.1,9999
2017,30905,145,70.6,2,11499
2017,17864,145,52.3,2,20999
2017,17802,145,60.1,2,16499
2017,14728,145,51.4,1.5,12250
2017,15712,145,74.3,1.5,10499
2017,15613,0,65.7,1,8499
2017,50074,0,74.4,1.5,7720
2017,17466,0,65.7,1,8470
2017,15679,145,65.7,1,9430
2017,19016,145,64.2,1.1,9000
2017,16988,145,64.2,1.5,16000
2017,16501,145,65.7,1,10495
2017,11112,145,65.7,1,9530
2017,15612,235,44.8,2.2,37000
2017,22144,125,52.3,1,10795
2017,16016,0,74.3,1.5,10499
2017,12754,145,57.7,1.2,7499
2017,17793,20,72.4,2,20240
2017,28471,20,67.3,2,19940
2017,16729,150,60.1,2,15985
2017,22732,125,54.3,1.2,7295
2017,29678,145,35.8,2,19695
2017,10479,20,68.9,1.5,11798
2017,50736,150,54.3,2,14298
2017,19322,30,64.2,1.5,13298
2017,27403,20,67.3,2,16271
2017,40443,145,56.5,2,17999
2017,17343,200,41.5,2,16997
2017,16302,145,54.3,1.2,7798
2017,51024,30,54.3,1,10999
2017,16620,125,60.1,2,14999
2017,25594,145,64.2,1.5,13999
2017,15713,145,65.7,2,24750
2017,15500,150,53.3,1,10400
2017,20013,30,55.4,1,10295
2017,17310,145,65.7,1,9499
2017,19867,145,57.7,1.2,6999
2017,8984,145,64.2,1.1,9160
2017,13667,145,60.1,2,17131
2017,34399,160,48.7,2,20450
2017,63998,0,78.5,1.5,6760
2017,16683,145,57.7,1,10699
2017,17109,145,65.7,1,10999
2017,11724,145,57.7,1,11999
2017,15713,145,57.7,1,11499
2017,23318,145,48.7,2,23499
2017,29909,125,60.1,2.1,22980
2017,28744,145,43.5,1.5,16491
2017,11776,145,51.4,3,26480
2017,46295,30,64.2,2.1,19980
2017,7873,145,65.7,1,10999
2017,27460,145,57.7,1,10999
2017,31018,145,56.5,2.1,28980
2017,19560,30,64.2,2.1,22480
2017,43855,145,61.4,2.1,19280
2017,16852,30,64.2,2.1,19680
2017,14733,145,54.3,1.2,7600
2017,16419,30,64.2,2.1,19480
2017,14401,145,57.7,1.2,7299
2017,31653,145,74.3,1.5,12499
2017,24000,145,60.1,2,15999
2017,9360,0,65.7,1,12298
2017,32910,20,70.6,2.1,14680
2017,22894,145,47.1,2,22980
2017,12644,30,64.2,1.5,14998
2017,31308,30,64.2,1.5,11998
2017,23367,145,67.3,2,17200
2017,22679,145,55.4,1,10700
2017,24240,145,39.2,3,38980
2017,15843,145,56.5,2.1,20980
2017,55535,145,78.5,1.5,8600
2017,23735,145,64.2,1.5,14999
2017,16878,150,60.1,1,11999
2017,20390,145,43.5,1.5,17999
2017,26134,145,60.1,2,14241
2017,44916,145,56.5,2.1,29980
2017,19402,145,44.1,2,24480
2017,29198,30,64.2,2.1,19980
2017,11119,150,52.3,1,10600
2017,23735,150,64.2,1.5,15500
2017,23589,30,64.2,2.1,18980
2017,46362,125,56.5,2,14998
2017,52175,30,64.2,1.5,12500
2017,22422,145,61.4,2.1,19980
2017,21063,0,74.3,1.5,11499
2017,11383,150,44.8,1.5,9498
2017,15383,145,60.1,2,18998
2017,27106,0,65.7,1,10298
2017,60200,150,56.5,2,13498
2017,25680,150,60.1,1,10498
2017,26480,145,54.3,2,16900
2017,14673,150,74.3,1.5,12500
2017,5667,20,74.3,1.5,17880
2017,11206,145,41.5,2,19995
2017,14964,20,62.8,1,11495
2017,33836,145,52.3,1,10495
2017,22794,150,64.2,1.1,7995
2017,38546,30,62.8,2.1,17480
2017,52075,125,54.3,1.2,5995
2017,60570,145,62.8,1,8995
2017,21734,145,60.1,2,15990
2017,21849,145,64.2,2.1,19980
2017,25412,30,57.7,1.2,6440
2017,10520,145,48.7,1.5,15700
2017,13771,160,43.5,1.5,17900
2017,10392,20,72.4,2,19970
2017,10558,145,64.2,1.5,10299
2017,37960,30,64.2,2,12999
2017,1,145,65.7,1,10995
2017,18123,0,74.3,1.5,11998
2017,35832,125,60.1,2,13698
2017,15819,145,64.2,1.5,10000
2017,8543,145,46.3,1.5,14998
2017,16919,0,65.7,1,9498
2017,14380,0,65.7,1,10190
2017,21910,20,61.4,1,9250
2017,24000,0,74.3,1.5,9030
2017,12388,0,65.7,1,9100
2017,15462,145,56.5,2.1,28980
2017,14710,125,54.3,1.2,8400
2017,20846,145,67.3,2,21980
2017,23041,125,54.3,1.2,8298
2017,16973,145,65.7,1,9898
2017,17757,145,64.2,1.5,16998
2017,22480,0,74.3,1.5,11298
2017,6922,150,46.3,1.5,12698
2017,16136,0,65.7,1,9200
2017,18573,145,64.2,1.1,8750
2017,11456,20,70.6,2.1,16480
2017,26699,145,50.4,3,30580
2017,16838,145,74.3,1.5,13000
2017,9777,145,57.7,1.2,8100
2017,29826,0,74.3,1.5,11998
2017,27920,145,52.3,2,20450
2017,26508,145,61.4,2,21500
2017,16276,0,74.3,1.5,10998
2017,17797,20,61.4,1,10993
2017,22299,150,67.3,2.1,19990
2017,30199,30,64.2,2.1,16690
2017,18314,145,65.7,1,10499
2017,30363,145,60.1,1,9995
2017,24000,0,65.7,1,8795
2017,22599,145,60.1,1,10982
2017,23779,20,67.3,2,14971
2017,39616,145,56.5,2,16950
2017,5925,145,44.8,1.5,9991
2017,12506,125,54.3,1.2,7460
2017,10877,0,65.7,1,9630
2017,33485,145,56.5,2.1,28490
2017,33301,145,56.5,2.1,20490
2017,20415,145,65.7,2.1,16990
2017,31479,145,57.7,2.1,22490
2017,23410,20,62.8,1,10190
2017,15540,0,65.7,1,9590
2017,13016,0,65.7,1,9699
2017,21069,0,74.3,1.5,11799
2017,15666,145,65.7,1,9540
2017,27051,20,60.1,1,10840
2017,12974,145,57.7,1,10695
2017,24700,125,52.3,1,11500
2017,7762,145,57.7,1.2,7775
2017,30328,125,54.3,1.2,7499
2017,13973,145,54.3,2.1,23980
2017,33104,145,60.1,1,11250
2017,18941,145,58.9,2.1,24980
2017,9381,145,60.1,1,11999
2017,17918,145,60.1,1,11499
2017,20283,145,53.3,1,9499
2017,17897,145,61.4,2,22480
2017,19933,145,60.1,1,11995
2017,14687,145,40.9,2,31112
2017,20134,145,34,3,33612
2017,18607,145,56.5,2.1,21085
2017,24583,145,65.7,1,10380
2017,26636,145,72.4,2,18886
2017,14005,145,65.7,2.1,13952
2017,22842,30,62.8,2.1,20672
2017,33717,125,60.1,2,14699
2017,13449,145,54.3,1.2,9290
2017,10395,145,65.7,1,11999
2017,8519,20,62.8,1,11299
2017,14488,30,57.7,1.2,7899
2017,10323,145,55.4,1,12499
2017,11744,30,64.2,1.5,13600
2017,28637,0,78.5,1.5,8498
2017,21833,150,53.3,1,10298
2017,29452,160,44.8,1.5,10498
2017,23562,145,61.4,1,10298
2017,18904,145,54.3,1.2,8498
2017,26234,0,65.7,1,10298
2017,25941,145,74.3,1.5,12498
2017,21378,20,60.1,1,10998
2017,35354,145,42.8,3,27980
2017,27000,145,41.5,2,16995
2017,20034,145,68.9,1.5,13980
2017,30148,145,72.4,2,20500
2017,25887,150,74.3,1.5,11395
2017,30387,150,60.1,1,9995
2017,39494,30,64.2,1.5,13200
2017,40206,125,53.3,1,8490
2017,7084,125,51.4,1,11998
2017,10415,20,62.8,1,11498
